epoch, stepParameter
1000, 0.11
2000, 0.121
3000, 0.1331
4000, 0.14641
5000, 0.161051
6000, 0.177156
7000, 0.194872
8000, 0.214359
9000, 0.107179
10000, 0.117897
11000, 0.129687
12000, 0.142656
13000, 0.1
14000, 0.11
15000, 0.121
16000, 0.1331
17000, 0.1
18000, 0.11
19000, 0.1
20000, 0.11
21000, 0.1
22000, 0.11
23000, 0.1
24000, 0.11
25000, 0.1
26000, 0.11
27000, 0.1
28000, 0.11
29000, 0.1
30000, 0.11
31000, 0.1
32000, 0.11
33000, 0.1
34000, 0.11
35000, 0.1
36000, 0.11
37000, 0.1
38000, 0.11
39000, 0.1
40000, 0.11
41000, 0.1
42000, 0.11
43000, 0.1
44000, 0.11
45000, 0.1
46000, 0.11
47000, 0.1
48000, 0.11
49000, 0.1
50000, 0.1
