epoch, stepParameter
1000, 0.11
2000, 0.121
3000, 0.1331
4000, 0.14641
5000, 0.161051
6000, 0.177156
7000, 0.194872
8000, 0.214359
9000, 0.235795
10000, 0.259374
11000, 0.285312
12000, 0.313843
13000, 0.345227
14000, 0.37975
15000, 0.417725
16000, 0.459497
17000, 0.505447
18000, 0.555992
19000, 0.611591
20000, 0.67275
21000, 0.336375
22000, 0.370013
23000, 0.185006
24000, 0.203507
25000, 0.223858
26000, 0.111929
27000, 0.123122
28000, 0.135434
29000, 0.148977
30000, 0.163875
31000, 0.1
32000, 0.11
33000, 0.1
34000, 0.11
35000, 0.1
36000, 0.11
37000, 0.1
38000, 0.11
39000, 0.1
40000, 0.11
41000, 0.1
42000, 0.11
43000, 0.1
44000, 0.11
45000, 0.1
46000, 0.11
47000, 0.1
48000, 0.11
49000, 0.1
50000, 0.11
51000, 0.1
52000, 0.11
53000, 0.1
54000, 0.11
55000, 0.1
56000, 0.11
57000, 0.1
58000, 0.11
59000, 0.1
60000, 0.11
61000, 0.1
62000, 0.11
63000, 0.1
64000, 0.11
65000, 0.1
66000, 0.11
67000, 0.1
68000, 0.11
69000, 0.1
70000, 0.11
71000, 0.1
72000, 0.1
